loc_rowid,pl_hostname,pl_name,pl_pnum,pl_orbper,pl_orbeccen,ra_str,ra,dec_str,dec,st_dist,st_teff,st_mass,st_rad,pl_masse,pl_rade,pl_disc,pl_mnum,st_lum
158,GJ 3293,GJ 3293 c,4,122.61960000,0.110000,04h28m35.72s,67.148820,-25d10m09.5s,-25.169301,20.20,3466.00,0.42,0.40,,,2015,0,-1.658
159,GJ 3293,GJ 3293 d,4,48.13450000,0.120000,04h28m35.72s,67.148820,-25d10m09.5s,-25.169301,20.20,3466.00,0.42,0.40,,,2017,0,-1.658
160,GJ 3293,GJ 3293 e,4,13.25430000,0.210000,04h28m35.72s,67.148820,-25d10m09.5s,-25.169301,20.20,3466.00,0.42,0.40,,,2017,0,-1.658
161,GJ 3323,GJ 3323 b,2,5.36360000,0.230000,05h01m57.43s,75.489280,-06d56m46.5s,-6.946263,5.32,3159.00,0.16,0.12,,,2017,0,-2.569
162,GJ 3323,GJ 3323 c,2,40.54000000,0.170000,05h01m57.43s,75.489280,-06d56m46.5s,-6.946263,5.32,3159.00,0.16,0.12,,,2017,0,-2.569
163,GJ 3341,GJ 3341 b,1,14.20700000,0.310000,05h15m46.72s,78.944663,-31d17m45.4s,-31.295951,23.16,3526.00,0.47,0.44,,,2015,0,-1.538
164,GJ 3470,GJ 3470 b,1,3.33664960,,07h59m05.84s,119.774349,+15d23m29.4s,15.391492,29.45,3600.00,0.54,0.55,13.90000,4.570,2012,0,
165,GJ 3512,GJ 3512 b,1,203.59000000,0.435600,08h41m20.13s,130.333891,+59d29m50.6s,59.497391,9.49,3081.00,0.12,0.14,,,2019,0,-2.804
166,GJ 357,GJ 357 b,3,3.93072000,,09h36m01.64s,144.006821,-21d39m38.9s,-21.660797,9.44,3505.00,0.34,0.34,1.84000,1.217,2019,0,-1.798
167,GJ 357,GJ 357 c,3,9.12470000,,09h36m01.64s,144.006821,-21d39m38.9s,-21.660797,9.44,3505.00,0.34,0.34,,,2019,0,-1.798
168,GJ 357,GJ 357 d,3,55.66100000,,09h36m01.64s,144.006821,-21d39m38.9s,-21.660797,9.44,3505.00,0.34,0.34,,,2019,0,-1.798
169,GJ 3634,GJ 3634 b,1,2.64561000,0.080000,10h58m35.10s,164.646242,-31d08m38.4s,-31.143989,19.80,,0.45,0.43,8.40000,,2010,0,-1.699
170,GJ 3779,GJ 3779 b,1,3.02320000,0.070000,13h22m56.74s,200.736403,+24d28m03.5s,24.467626,13.75,3324.00,0.27,0.28,,,2018,0,-2.062
171,GJ 3942,GJ 3942 b,1,6.90500000,0.121000,16h09m03.14s,242.263092,+52d56m37.9s,52.943874,16.94,3867.00,0.63,0.61,,,2017,0,-1.120
172,GJ 3998,GJ 3998 b,2,2.64977000,0.000000,17h16m00.64s,259.002655,+11d03m27.6s,11.057666,18.16,3722.00,0.50,0.49,,,2016,0,-1.387
173,GJ 3998,GJ 3998 c,2,13.74000000,0.049000,17h16m00.64s,259.002655,+11d03m27.6s,11.057666,18.16,3722.00,0.50,0.49,,,2016,0,-1.387
174,GJ 411,GJ 411 b,1,12.95320000,0.220000,11h03m20.19s,165.834137,+35d58m11.6s,35.969879,2.55,3563.00,0.39,0.39,,,2019,0,-1.658
175,GJ 422,GJ 422 b,1,26.16100000,0.050000,11h16m00.21s,169.000870,-57d32m51.6s,-57.547668,12.67,3323.00,0.35,,,,2014,0,-1.959
176,GJ 4276,GJ 4276 b,1,13.35200000,0.370000,22h25m17.05s,336.321023,+59d24m49.8s,59.413835,21.35,3387.00,0.41,0.41,,,2019,0,-1.706
177,GJ 433,GJ 433 b,2,7.36970000,0.050000,11h35m26.95s,173.862289,-32d32m23.9s,-32.539970,9.07,3472.00,0.48,,,,2011,0,-1.699
178,GJ 433,GJ 433 c,2,3400.00000000,0.080000,11h35m26.95s,173.862289,-32d32m23.9s,-32.539970,9.07,3472.00,0.48,,,,2014,0,-1.699
179,GJ 436,GJ 436 b,1,2.64388312,0.138270,11h42m11.09s,175.546219,+26d42m23.7s,26.706570,9.76,,0.47,0.46,22.10000,4.170,2004,0,
180,GJ 504,GJ 504 b,1,,,13h16m46.52s,199.193817,+09d25m27.0s,9.424156,17.54,6234.00,1.22,,1271.30000,,2013,0,0.332
181,GJ 536,GJ 536 b,1,8.70760000,0.080000,14h01m03.19s,210.263290,-02d39m17.5s,-2.654864,10.41,3685.00,0.52,0.50,,,2016,0,-1.377
182,GJ 581,GJ 581 b,3,5.36860000,0.000000,15h19m26.82s,229.861771,-07d43m20.2s,-7.722280,6.30,,0.31,0.29,,,2005,0,-1.886
183,GJ 581,GJ 581 c,3,12.91400000,0.000000,15h19m26.82s,229.861771,-07d43m20.2s,-7.722280,6.30,,0.31,0.29,,,2007,0,-1.886
184,GJ 581,GJ 581 e,3,3.14900000,0.000000,15h19m26.82s,229.861771,-07d43m20.2s,-7.722280,6.30,,0.31,0.29,,,2009,0,-1.886
185,GJ 625,GJ 625 b,1,14.62800000,0.130000,16h25m24.62s,246.352600,+54d18m14.8s,54.304104,6.49,3499.00,0.30,0.31,,,2017,0,-1.894
186,GJ 649,GJ 649 b,1,598.30000000,0.300000,16h58m08.85s,254.536880,+25d44m39.0s,25.744160,10.38,3700.00,0.54,,,,2009,0,
187,GJ 667 C,GJ 667 C b,5,7.20040000,0.130000,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.80,3350.00,0.33,,,,2011,0,-1.863
188,GJ 667 C,GJ 667 C c,5,28.14000000,0.020000,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.80,3350.00,0.33,,,,2011,0,-1.863
189,GJ 667 C,GJ 667 C e,5,62.24000000,0.020000,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.80,3350.00,0.33,,,,2013,0,-1.863
190,GJ 667 C,GJ 667 C f,5,39.02600000,0.030000,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.80,3350.00,0.33,,,,2013,0,-1.863
191,GJ 667 C,GJ 667 C g,5,256.20000000,0.080000,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.80,3350.00,0.33,,,,2013,0,-1.863
192,GJ 674,GJ 674 b,1,4.69380000,0.200000,17h28m39.95s,262.166443,-46d53m42.7s,-46.895191,4.55,3600.00,0.35,,,,2007,0,-1.796
193,GJ 676 A,GJ 676 A b,4,1056.80005000,0.330000,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.03,3734.00,0.73,0.69,,,2010,0,
194,GJ 676 A,GJ 676 A c,4,7337.00000000,,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.03,3734.00,0.73,0.69,,,2016,0,
195,GJ 676 A,GJ 676 A d,4,3.60050000,0.262000,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.03,3734.00,0.73,0.69,,,2012,0,
196,GJ 676 A,GJ 676 A e,4,35.39000000,0.125000,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.03,3734.00,0.73,0.69,,,2012,0,
197,GJ 682,GJ 682 b,2,17.47800000,0.080000,17h37m03.66s,264.265259,-44d19m09.2s,-44.319214,5.01,3028.00,0.27,,,,2014,0,-2.699
198,GJ 682,GJ 682 c,2,57.32000000,0.100000,17h37m03.66s,264.265259,-44d19m09.2s,-44.319214,5.01,3028.00,0.27,,,,2014,0,-2.699
199,GJ 685,GJ 685 b,1,24.16000000,0.000000,17h35m34.48s,263.893677,+61d40m53.6s,61.681564,14.32,3816.00,0.55,0.54,,,2019,0,-1.253
200,GJ 687,GJ 687 b,1,38.14000000,0.040000,17h36m25.90s,264.107910,+68d20m20.9s,68.339142,4.55,3340.00,0.45,0.43,,,2014,0,
201,GJ 832,GJ 832 b,2,3657.00000000,0.080000,21h33m33.98s,323.391571,-49d00m32.4s,-49.009006,4.97,3472.00,0.45,,,,2008,0,-1.585
202,GJ 832,GJ 832 c,2,35.68000000,0.180000,21h33m33.98s,323.391571,-49d00m32.4s,-49.009006,4.97,3472.00,0.45,,,,2014,0,-1.585
203,GJ 849,GJ 849 b,1,1882.00000000,0.040000,22h09m40.35s,332.418121,-04d38m26.6s,-4.640729,8.80,3241.00,0.65,0.53,,,2006,0,
204,GJ 86,GJ 86 b,1,15.76491000,0.040000,02h10m25.93s,32.608059,-50d49m25.4s,-50.823723,10.79,5182.00,0.93,0.77,,,1999,0,
205,GJ 876,GJ 876 b,4,61.11660000,0.032400,22h53m16.74s,343.319733,-14d15m49.3s,-14.263700,4.68,,0.32,0.30,723.22350,,1998,0,-1.907
206,GJ 876,GJ 876 c,4,30.08810000,0.255910,22h53m16.74s,343.319733,-14d15m49.3s,-14.263700,4.68,,0.32,0.30,226.98460,,2000,0,-1.907
207,GJ 876,GJ 876 d,4,1.93778000,0.207000,22h53m16.74s,343.319733,-14d15m49.3s,-14.263700,4.68,,0.32,0.30,6.83000,,2005,0,-1.907
208,GJ 876,GJ 876 e,4,124.26000000,0.055000,22h53m16.74s,343.319733,-14d15m49.3s,-14.263700,4.68,,0.32,0.30,14.60000,,2010,0,-1.907
209,GJ 96,GJ 96 b,1,73.94000000,0.440000,02h22m14.64s,35.561016,+47d52m48.1s,47.880028,11.94,3785.00,0.60,,,,2018,0,-1.052
210,GJ 9827,GJ 9827 b,3,1.20898190,0.000000,23h27m04.83s,351.770142,-01d17m10.6s,-1.286273,29.69,4340.00,0.61,0.60,4.91000,1.577,2017,0,
211,GJ 9827,GJ 9827 c,3,3.64809570,0.000000,23h27m04.83s,351.770142,-01d17m10.6s,-1.286273,29.69,4340.00,0.61,0.60,0.84000,1.241,2017,0,
212,GJ 9827,GJ 9827 d,3,6.20146980,0.000000,23h27m04.83s,351.770142,-01d17m10.6s,-1.286273,29.69,4340.00,0.61,0.60,4.04000,2.022,2017,0,
213,GQ Lup,GQ Lup b,1,,,15h49m12.10s,237.300427,-35d39m05.1s,-35.651421,151.82,,0.70,,6356.00000,33.600,2004,0,
214,GSC 06214-00210,GSC 06214-00210 b,1,,,16h21m54.67s,245.477780,-20d43m09.1s,-20.719202,145.00,4200.00,0.90,,5000.00000,,2010,0,-0.420
215,GU Psc,GU Psc b,1,,,01h12m35.04s,18.146006,+17d03m55.7s,17.065475,48.00,,0.33,,3591.30000,14.179,2014,0,
216,Gl 378,Gl 378 b,1,3.82200000,0.109000,10h02m21.75s,150.590622,+48d05m19.7s,48.088806,14.96,3879.00,0.56,0.56,,,2019,0,-1.222
217,Gl 49,Gl 49 b,1,13.85080000,0.363000,01h02m38.87s,15.661943,+62d20m42.2s,62.345043,9.86,3805.00,0.52,0.51,,,2019,0,-1.306
218,Gl 686,Gl 686 b,1,15.53140000,0.077000,17h37m53.35s,264.472290,+18d35m30.2s,18.591709,8.16,3663.00,0.42,0.42,,,2018,0,-1.553
219,HAT-P-1,HAT-P-1 b,1,4.46529976,,22h57m46.83s,344.445104,+38d40m29.8s,38.674953,159.71,5980.00,1.15,1.17,166.86075,14.785,2006,0,
220,HAT-P-11,HAT-P-11 b,2,4.88780244,0.218000,19h50m50.24s,297.709351,+48d04m51.1s,48.080856,37.81,4780.00,0.81,0.68,,4.360,2008,0,
221,HAT-P-11,HAT-P-11 c,2,3407.00000000,0.601000,19h50m50.24s,297.709351,+48d04m51.1s,48.080856,37.81,4780.00,0.81,0.68,,,2018,0,
222,HAT-P-12,HAT-P-12 b,1,3.21305980,0.000000,13h57m33.48s,209.389489,+43d29m36.7s,43.493534,142.50,4650.00,0.73,0.70,67.05900,10.749,2009,0,-0.678
223,HAT-P-13,HAT-P-13 b,2,2.91625000,0.013300,08h39m31.81s,129.882536,+47d21m07.4s,47.352051,214.00,5653.00,1.22,1.56,270.46200,14.258,2009,0,0.346
224,HAT-P-13,HAT-P-13 c,2,446.27000000,0.661600,08h39m31.81s,129.882536,+47d21m07.4s,47.352051,214.00,5653.00,1.22,1.56,,,2009,0,0.346
225,HAT-P-14,HAT-P-14 b,1,4.62767000,0.110000,17h20m27.88s,260.116169,+38d14m31.8s,38.242165,224.10,6600.00,2.65,1.82,1093.33520,15.917,2010,0,
226,HAT-P-15,HAT-P-15 b,1,10.86350000,0.190000,04h24m59.53s,66.248026,+39d27m38.3s,39.460636,193.56,5568.00,1.00,1.07,616.59020,11.882,2010,0,
227,HAT-P-16,HAT-P-16 b,1,2.77596000,0.036000,00h38m17.56s,9.573181,+42d27m47.1s,42.463078,235.00,6158.00,1.22,1.24,1332.60500,14.448,2010,0,0.294
228,HAT-P-17,HAT-P-17 b,2,10.33852000,0.350000,21h38m08.74s,324.536396,+30d29m19.4s,30.488716,92.63,5246.00,0.99,0.87,184.34140,11.769,2010,0,
229,HAT-P-17,HAT-P-17 c,2,5584.00000000,0.390000,21h38m08.74s,324.536396,+30d29m19.4s,30.488716,92.63,5246.00,0.99,0.87,,,2010,0,
230,HAT-P-18,HAT-P-18 b,1,5.50802300,0.084000,17h05m23.15s,256.346473,+33d00m45.0s,33.012512,166.00,4803.00,0.77,0.75,62.61000,11.153,2010,0,-0.569
231,HAT-P-19,HAT-P-19 b,1,4.00877800,0.067000,00h38m04.02s,9.516742,+34d42m41.7s,34.711575,215.00,4990.00,0.84,0.82,92.80200,12.689,2010,0,-0.432
232,HAT-P-2,HAT-P-2 b,1,5.63351580,0.517200,16h20m36.36s,245.151489,+41d02m53.1s,41.048084,128.25,6380.00,1.33,1.39,,,2007,0,0.530
233,HAT-P-20,HAT-P-20 b,1,2.87531700,0.015000,07h27m39.95s,111.916469,+24d20m11.9s,24.336630,70.00,4595.00,0.76,0.69,2302.89900,9.718,2010,0,-0.721
234,HAT-P-21,HAT-P-21 b,1,4.12448000,0.230000,11h25m05.99s,171.274955,+41d01m40.6s,41.027954,279.48,5588.00,1.24,1.21,1547.83210,12.442,2010,0,
235,HAT-P-22,HAT-P-22 b,1,3.21222000,0.020000,10h22m43.61s,155.681719,+50d07m42.0s,50.128345,81.96,5302.00,1.13,1.11,785.04010,12.890,2010,0,
236,HAT-P-23,HAT-P-23 b,1,1.21288000,0.110000,20h24m29.72s,306.123854,+16d45m43.7s,16.762152,368.61,5905.00,0.58,0.96,425.89220,12.218,2010,0,
237,HAT-P-24,HAT-P-24 b,1,3.35524000,0.070000,07h15m18.01s,108.825058,+14d15m45.4s,14.262599,420.26,6373.00,1.37,1.38,238.37250,14.572,2010,0,
238,HAT-P-25,HAT-P-25 b,1,3.65281514,0.023000,03h13m44.50s,48.435419,+25d11m50.7s,25.197405,302.95,5519.00,1.01,0.92,180.84527,12.722,2010,0,-0.152
239,HAT-P-26,HAT-P-26 b,1,4.23452000,0.120000,14h12m37.53s,213.156383,+04d03m36.0s,4.059997,142.41,5079.00,1.12,0.87,22.24810,7.062,2010,0,
240,HAT-P-27,HAT-P-27 b,1,3.03957700,0.000000,14h51m04.18s,222.767436,+05d56m50.5s,5.947368,204.00,5300.00,0.94,0.90,197.05000,11.430,2011,0,-0.244
241,HAT-P-28,HAT-P-28 b,1,3.25721500,0.051000,00h52m00.18s,13.000766,+34d43m42.3s,34.728413,395.00,5680.00,1.02,1.10,198.95300,13.585,2011,0,0.053
242,HAT-P-29,HAT-P-29 b,1,5.72319000,0.090000,02h12m31.47s,33.131142,+51d46m43.5s,51.778759,316.36,6087.00,1.45,1.30,279.69040,13.115,2011,0,
243,HAT-P-3,HAT-P-3 b,1,2.89970000,0.000000,13h44m22.59s,206.094121,+48d01m43.2s,48.028667,135.08,5185.00,1.06,0.87,206.58950,10.536,2007,0,
244,HAT-P-30,HAT-P-30 b,1,2.81060000,0.040000,08h15m47.97s,123.949894,+05d50m12.2s,5.836719,215.29,6304.00,1.55,1.31,263.79890,16.141,2011,0,
245,HAT-P-31,HAT-P-31 b,1,5.00542000,0.250000,18h06m09.05s,271.537705,+26d25m36.0s,26.426662,347.48,6065.00,1.31,1.39,721.47410,12.218,2011,0,
246,HAT-P-32,HAT-P-32 b,1,2.15000820,0.159000,02h04m10.28s,31.042848,+46d41m16.2s,46.687836,291.51,6001.00,1.13,1.37,216.12440,22.194,2011,0,0.338
247,HAT-P-33,HAT-P-33 b,1,3.47447000,0.000000,07h32m44.21s,113.184212,+33d50m06.2s,33.835052,400.55,6446.00,1.82,1.79,292.40360,20.737,2011,0,
248,HAT-P-34,HAT-P-34 b,1,5.45265000,0.440000,20h12m46.88s,303.195342,+18d06m17.5s,18.104868,251.08,6442.00,4.26,1.73,2227.98830,15.132,2011,0,
249,HAT-P-35,HAT-P-35 b,1,3.64671000,0.030000,08h13m00.18s,123.250764,+04d47m13.3s,4.787023,514.20,6096.00,23.56,3.82,2390.08160,39.792,2011,0,
250,HAT-P-36,HAT-P-36 b,1,1.32734683,,12h33m03.90s,188.266255,+44d54m55.3s,44.915352,296.93,5620.00,1.03,1.04,587.41341,14.314,2011,0,
251,HAT-P-37,HAT-P-37 b,1,2.79743600,0.058000,18h57m11.06s,284.296064,+51d16m08.9s,51.269138,411.00,5500.00,0.93,0.88,371.52800,13.204,2011,0,-0.208
252,HAT-P-38,HAT-P-38 b,1,4.64038200,0.067000,02h21m31.98s,35.383234,+32d14m46.1s,32.246151,249.00,5330.00,0.89,0.92,84.85700,9.247,2012,0,-0.208
253,HAT-P-39,HAT-P-39 b,1,3.54387000,0.000000,07h35m01.98s,113.758247,+17d49m48.3s,17.830082,642.00,6430.00,1.40,1.62,190.37200,17.609,2012,0,0.607
254,HAT-P-4,HAT-P-4 b,1,3.05653600,0.000000,15h19m57.92s,229.991354,+36d13m46.8s,36.229664,314.00,5860.00,,,213.25500,14.280,2007,0,0.431
255,HAT-P-40,HAT-P-40 b,1,4.45724000,0.000000,22h22m03.09s,335.512861,+45d27m26.6s,45.457378,470.68,6080.00,1.03,1.94,152.55840,17.038,2012,0,
256,HAT-P-41,HAT-P-41 b,1,2.69405000,0.000000,19h49m17.44s,297.322651,+04d40m20.7s,4.672421,351.63,6390.00,2.56,2.05,378.21770,22.978,2012,0,
257,HAT-P-42,HAT-P-42 b,1,4.64187800,0.000000,09h01m22.65s,135.344391,+06d05m50.0s,6.097230,447.00,5743.00,1.18,1.53,331.80100,14.348,2012,0,0.356
258,HAT-P-43,HAT-P-43 b,1,3.33268700,0.000000,08h35m42.18s,128.925737,+10d12m24.0s,10.206653,542.00,5645.00,1.05,1.10,210.39500,14.359,2012,0,0.045
259,HAT-P-44,HAT-P-44 b,2,4.30121900,0.044000,14h12m34.58s,213.144074,+47d00m52.9s,47.014687,363.00,5295.00,0.94,0.95,111.87100,13.922,2014,0,-0.194
260,HAT-P-44,HAT-P-44 c,2,872.20000000,0.494000,14h12m34.58s,213.144074,+47d00m52.9s,47.014687,363.00,5295.00,0.94,0.95,,,2014,0,-0.194
261,HAT-P-45,HAT-P-45 b,1,3.12899200,0.049000,18h17m29.58s,274.373238,-03d22m51.7s,-3.381036,305.00,6330.00,1.26,1.32,283.49200,15.984,2014,0,0.400
262,HAT-P-46,HAT-P-46 b,1,4.46312900,0.123000,18h01m46.61s,270.444201,-02d58m15.4s,-2.970947,296.00,6120.00,1.28,1.40,156.68400,14.392,2014,0,0.391
263,HAT-P-49,HAT-P-49 b,1,2.69155000,0.000000,20h21m45.94s,305.441397,+26d41m33.5s,26.692652,353.89,6820.00,2.22,2.06,699.22600,17.822,2014,0,
264,HAT-P-5,HAT-P-5 b,1,2.78849000,0.000000,18h17m37.31s,274.405476,+36d37m17.1s,36.621410,306.01,5960.00,1.04,1.12,311.47340,13.563,2007,0,
265,HAT-P-50,HAT-P-50 b,1,3.12201090,0.115000,07h52m15.22s,118.063411,+12d08m21.9s,12.139410,497.00,6280.00,1.27,1.70,429.07050,14.437,2015,0,0.603
266,HAT-P-51,HAT-P-51 b,1,4.21802780,0.123000,01h24m15.65s,21.065190,+32d48m38.8s,32.810764,470.00,5449.00,0.98,1.04,98.20947,14.493,2015,0,-0.066
267,HAT-P-52,HAT-P-52 b,1,2.75359530,0.047000,02h50m53.20s,42.721679,+29d01m20.6s,29.022396,385.00,5131.00,0.89,0.89,259.98494,11.310,2015,0,-0.305
268,HAT-P-53,HAT-P-53 b,1,1.96162410,0.134000,01h27m29.07s,21.871105,+38d58m05.3s,38.968147,719.00,5956.00,1.09,1.21,471.65972,14.773,2015,0,0.217
269,HAT-P-54,HAT-P-54 b,1,3.79984700,0.074000,06h39m35.52s,99.898003,+25d28m57.1s,25.482540,144.25,4390.00,0.65,0.62,241.55080,10.581,2015,0,-0.902
270,HAT-P-55,HAT-P-55 b,1,3.58524670,0.139000,17h37m05.63s,264.273447,+25d43m52.3s,25.731186,480.00,5808.00,1.01,1.01,184.97706,13.249,2015,0,
271,HAT-P-56,HAT-P-56 b,1,2.79083000,,06h43m23.53s,100.848038,+27d15m08.3s,27.252293,323.50,6566.00,1.42,1.47,734.18730,16.926,2015,0,
272,HAT-P-57,HAT-P-57 b,1,2.46530000,0.000000,18h18m58.42s,274.743421,+10d35m50.3s,10.597294,282.08,6330.00,2.77,1.85,448.14030,19.504,2015,0,
273,HAT-P-6,HAT-P-6 b,1,3.85298000,0.000000,23h39m05.81s,354.774222,+42d27m57.5s,42.465973,277.50,6570.00,1.79,1.62,419.53560,16.589,2007,0,
274,HAT-P-65,HAT-P-65 b,1,2.60545520,0.304000,21h03m37.32s,315.905487,+11d59m21.9s,11.989404,841.00,5835.00,1.21,1.86,167.49641,21.185,2016,0,0.555
275,HAT-P-66,HAT-P-66 b,1,2.97208600,0.090000,10h02m17.43s,150.572632,+53d57m03.1s,53.950863,927.00,6002.00,1.25,1.88,248.86089,17.822,2016,0,0.615
276,HAT-P-67,HAT-P-67 b,1,4.81010250,0.000000,17h06m26.56s,256.610687,+44d46m37.1s,44.776981,320.00,6406.00,1.64,2.55,108.06220,23.371,2017,0,0.939
277,HAT-P-69,HAT-P-69 b,1,4.78694910,0.000000,08h42m01.353s,130.505638,+03d42m38.038s,3.710566,343.90,7394.00,1.65,1.93,1137.83140,18.786,2019,0,1.000
278,HAT-P-7,HAT-P-7 b,1,2.20474000,0.000000,19h28m59.35s,292.247310,+47d58m10.2s,47.969513,344.46,6389.00,1.56,2.00,584.80720,16.926,2008,0,
279,HAT-P-70,HAT-P-70 b,1,2.74432452,0.000000,04h58m12.560s,74.552333,+09d59m52.726s,9.997979,329.00,8450.00,1.89,1.86,2154.88740,20.961,2019,0,1.223
280,HAT-P-8,HAT-P-8 b,1,3.07634000,0.000000,22h52m09.86s,343.041067,+35d26m49.6s,35.447109,212.84,6200.00,1.27,1.57,406.82240,15.693,2008,0,
281,HAT-P-9,HAT-P-9 b,1,3.92281072,0.084000,07h20m40.45s,110.168529,+37d08m26.3s,37.140652,480.00,6350.00,1.28,1.34,238.05467,15.614,2008,0,0.418
282,HATS-1,HATS-1 b,1,3.44645900,0.120000,11h42m06.08s,175.525336,-23d21m17.4s,-23.354836,303.00,5870.00,0.99,1.04,589.55000,14.594,2012,0,0.041
283,HATS-10,HATS-10 b,1,3.31284600,0.501000,19h37m13.64s,294.306813,-22d12m16.1s,-22.204477,496.00,5880.00,1.10,1.10,167.17858,10.862,2015,0,0.117
284,HATS-11,HATS-11 b,1,3.61918800,,19h17m36.18s,289.400757,-22d23m23.7s,-22.389927,967.34,6563.00,1.33,1.54,,18.030,2016,0,
285,HATS-12,HATS-12 b,1,3.14270200,,19h16m48.57s,289.202393,-19d21m21.3s,-19.355907,512.41,6357.00,1.16,1.17,,7.760,2016,0,
286,HATS-13,HATS-13 b,1,3.04404990,0.181000,21h07m50.75s,316.961465,-26d05m48.0s,-26.096655,476.00,5523.00,0.96,0.89,172.58169,13.585,2015,0,
287,HATS-14,HATS-14 b,1,2.76676410,0.142000,20h52m51.71s,313.215479,-25d41m14.4s,-25.687334,513.00,5346.00,0.97,0.93,340.39593,11.646,2015,0,
288,HATS-15,HATS-15 b,1,1.74748753,0.126000,20h44m22.07s,311.091961,-19d26m15.0s,-19.437510,689.00,5311.00,0.87,0.92,689.69110,12.386,2016,0,-0.204
289,HATS-16,HATS-16 b,1,2.68650200,0.000000,23h54m14.09s,358.558710,-30d00m46.8s,-30.012999,774.00,5738.00,0.97,1.24,1039.30410,14.572,2016,0,0.173
290,HATS-17,HATS-17 b,1,16.25461100,0.029000,12h48m45.55s,192.189799,-47d36m49.3s,-47.613693,339.00,5846.00,1.13,1.09,425.25654,8.709,2016,0,0.093
291,HATS-18,HATS-18 b,1,0.83784000,,11h35m49.78s,173.957397,-29d09m21.6s,-29.156012,645.00,5600.00,1.04,1.02,629.14449,14.897,2016,0,
292,HATS-2,HATS-2 b,1,1.35413300,0.000000,11h46m57.38s,176.739094,-22d33m46.8s,-22.562992,360.00,5227.00,0.88,0.90,427.46300,13.092,2013,0,-0.268
293,HATS-22,HATS-22 b,1,4.72281240,0.079000,11h36m02.33s,174.009720,-29d32m35.9s,-29.543312,207.90,4803.00,0.76,0.69,870.85420,10.682,2017,0,-0.646
294,HATS-23,HATS-23 b,1,2.16051560,0.114000,19h05m28.01s,286.366699,-50d04m02.5s,-50.067352,747.00,5780.00,1.12,1.20,467.21010,20.849,2017,0,0.155
295,HATS-24,HATS-24 b,1,1.34849780,0.000000,17h55m33.76s,268.890686,-61d44m50.3s,-61.747311,510.00,6125.00,1.07,1.12,718.29580,15.637,2017,0,0.190
296,HATS-25,HATS-25 b,1,4.29864320,0.176000,13h51m37.87s,207.907777,-23d46m52.2s,-23.781174,466.00,5715.00,0.99,1.11,194.82979,14.123,2016,0,0.068
297,HATS-26,HATS-26 b,1,3.30238810,0.245000,09h39m42.45s,144.926863,-28d35m08.1s,-28.585590,907.00,6071.00,1.30,2.04,206.58950,19.616,2016,0,0.704
298,HATS-27,HATS-27 b,1,4.63703800,0.581000,12h54m12.61s,193.552560,-46d35m15.8s,-46.587715,840.00,6438.00,1.42,1.74,168.44990,16.814,2016,0,0.669
299,HATS-28,HATS-28 b,1,3.18107810,0.202000,18h57m35.92s,284.399685,-49d08m18.5s,-49.138470,521.00,5498.00,0.93,0.92,213.58176,13.384,2016,0,-0.157
300,HATS-29,HATS-29 b,1,4.60587490,0.158000,19h00m23.14s,285.096424,-54d53m35.5s,-54.893192,351.00,5670.00,1.03,1.07,207.54299,14.022,2016,0,0.029
301,HATS-3,HATS-3 b,1,3.54785100,0.000000,20h49m49.79s,312.457440,-24d25m43.7s,-24.428793,453.00,6351.00,1.21,1.40,340.38200,15.480,2013,0,0.456
302,HATS-30,HATS-30 b,1,3.17435160,0.096000,00h22m28.49s,5.618693,-59d56m33.2s,-59.942551,339.00,5943.00,1.09,1.06,224.38798,13.171,2016,0,0.097
303,HATS-31,HATS-31 b,1,3.37796000,0.233000,12h46m48.67s,191.702789,-24d25m38.5s,-24.427364,872.00,6050.00,1.27,1.87,279.69040,18.383,2016,0,0.619
304,HATS-32,HATS-32 b,1,2.81265480,0.471000,23h04m18.02s,346.075073,-21d16m19.0s,-21.271938,839.00,5700.00,1.10,1.10,292.40360,14.000,2016,0,0.057
305,HATS-33,HATS-33 b,1,2.54955510,0.080000,19h38m32.07s,294.633636,-55d19m48.4s,-55.330105,255.00,5659.00,1.06,1.02,378.85336,13.787,2016,0,-0.018
306,HATS-34,HATS-34 b,1,2.10616070,0.108000,00h03m05.88s,0.774485,-62d28m09.6s,-62.469341,532.00,5380.00,0.95,0.98,299.07803,16.029,2016,0,-0.140
307,HATS-35,HATS-35 b,1,1.82099930,0.306000,19h46m45.18s,296.688263,-63d33m56.2s,-63.565609,557.00,6300.00,1.32,1.43,388.38826,16.410,2016,0,0.465
308,HATS-36,HATS-36 b,1,4.17518600,,19h25m54.89s,291.478699,-23d12m10.1s,-23.202793,878.65,5950.00,1.10,1.10,,12.920,2018,0,
309,HATS-39,HATS-39 b,1,4.57763480,0.275000,07h29m40.63s,112.419289,-29d56m16.4s,-29.937889,773.00,6572.00,1.38,1.62,200.23290,17.598,2018,0,0.640
